chromosome	position 1	position 2	replicate 1.1	replicate 1.2	replicate 1.3	replicate 2.1	replicate 2.2	replicate 2.3
18	3000000	4500000	1598	2158	1340	772	449	1160
18	3000000	5000000	791	999	631	473	242	648
18	3000000	5500000	463	740	375	313	166	422
18	3000000	6000000	442	570	312	329	187	377
18	3000000	6500000	573	711	462	415	185	470
18	3000000	7000000	624	749	462	458	258	585
18	3000000	7500000	611	865	518	448	244	559
18	3000000	8000000	555	705	452	367	189	507
18	3000000	8500000	402	513	279	301	146	305
18	3000000	9000000	274	383	251	234	128	273
18	3000000	9500000	341	414	242	258	146	305
18	3000000	10000000	276	341	190	254	147	269
18	3000000	10500000	248	299	187	227	91	206
18	3000000	11000000	263	299	203	201	129	278
18	3000000	11500000	294	410	214	241	141	317
18	3000000	12000000	279	302	164	225	101	258
18	3000000	12500000	214	236	177	204	98	231
18	3000000	13000000	294	327	215	215	127	270
18	3000000	13500000	219	253	203	180	100	237
18	3000000	14000000	169	242	153	141	76	165
18	3000000	14500000	184	272	146	153	84	195
18	3000000	15000000	173	261	132	161	94	174
18	3000000	15500000	192	215	147	140	90	187
18	3000000	16000000	189	278	143	128	89	186
18	3000000	16500000	229	376	154	133	89	195
18	3000000	17000000	285	418	230	201	125	264
18	3000000	17500000	221	293	162	155	97	180
18	3000000	18000000	136	204	94	123	74	148
18	3000000	18500000	118	167	100	130	64	154
18	3000000	19000000	155	197	102	139	74	172
18	3000000	19500000	135	185	121	136	59	165
18	3000000	20000000	292	376	214	257	115	300
18	3000000	20500000	339	372	222	261	141	333
18	3000000	21000000	238	252	161	221	98	265
18	3000000	21500000	189	188	154	180	77	211
18	3000000	22000000	188	187	140	196	84	219
18	3000000	22500000	174	156	118	143	69	203
18	3000000	23000000	182	181	121	167	107	212
18	3000000	23500000	222	204	126	179	88	204
18	3000000	24000000	200	204	131	160	82	199
18	3000000	24500000	188	244	160	179	99	204
18	3000000	25000000	215	197	164	152	93	204
18	3000000	25500000	176	206	128	131	60	197
18	3000000	26000000	169	183	112	151	68	170
18	3000000	26500000	135	89	85	99	63	109
18	3000000	27000000	110	59	83	103	58	117
18	3000000	27500000	135	100	93	89	53	104
18	3000000	28000000	154	145	92	134	59	121
18	3000000	28500000	161	153	100	117	58	127
18	3000000	29000000	122	129	109	88	51	122
18	3000000	29500000	128	140	79	95	57	107
18	3000000	30000000	100	92	67	101	32	100
18	3000000	30500000	69	113	75	86	40	110
18	3000000	31000000	92	104	64	88	39	87
18	3000000	31500000	93	96	73	80	33	92
18	3000000	32000000	88	81	92	91	34	102
18	3000000	32500000	116	89	60	96	49	79
18	3000000	33000000	117	162	98	124	47	108
18	3000000	33500000	139	149	84	96	41	117
18	3000000	34000000	137	172	112	107	43	121
18	3000000	34500000	139	129	78	93	50	117
18	3000000	35000000	116	128	83	109	47	103
18	3000000	35500000	95	83	73	85	49	83
18	3000000	36000000	113	152	79	100	51	119
18	3000000	36500000	120	159	100	90	53	122
18	3000000	37000000	163	212	98	133	64	161
18	3000000	37500000	128	175	70	107	47	122
18	3000000	38000000	109	131	79	108	37	120
18	3000000	38500000	133	153	90	101	59	113
18	3000000	39000000	117	157	98	101	51	130
18	3000000	39500000	106	152	75	112	41	103
18	3000000	40000000	124	128	102	88	50	108
18	3000000	40500000	152	171	70	119	58	119
18	3000000	41000000	170	218	119	142	76	162
18	3000000	41500000	150	181	100	129	56	153
18	3000000	42000000	160	219	116	145	75	173
18	3000000	42500000	104	149	95	104	60	132
18	3000000	43000000	115	167	89	109	53	142
18	3000000	43500000	121	150	77	108	69	142
18	3000000	44000000	110	115	61	87	54	131
18	3000000	44500000	113	115	66	104	44	95
18	3000000	45000000	93	135	70	84	40	122
18	3000000	45500000	69	104	51	93	46	102
18	3000000	46000000	121	134	73	99	48	122
18	3000000	46500000	114	133	77	85	60	113
18	3000000	47000000	90	156	90	99	49	128
18	3000000	47500000	127	155	114	125	65	141
18	3000000	48000000	110	152	79	113	62	129
18	3000000	48500000	83	126	59	79	43	112
18	3000000	49000000	96	140	54	104	54	109
18	3000000	49500000	104	151	73	120	51	137
18	3000000	50000000	98	160	70	116	59	122
18	3000000	50500000	83	119	61	91	42	80
18	3000000	51000000	116	135	81	116	48	130
18	3000000	51500000	153	192	102	109	75	158
18	3000000	52000000	121	163	88	153	64	142
18	3000000	52500000	165	190	95	154	73	191
18	3000000	53000000	149	182	87	125	57	151
18	3000000	53500000	121	152	101	127	56	149
18	3000000	54000000	130	152	71	106	64	148
18	3000000	54500000	169	241	135	149	80	192
18	3000000	55000000	171	239	123	171	70	176
18	3000000	55500000	159	215	111	112	62	161
18	3500000	3500000	4783	6939	4327	2309	1940	4296
18	3500000	4000000	3306	4576	2800	1944	1161	2656
18	3500000	4500000	1220	1877	1031	611	330	816
18	3500000	5000000	447	631	338	261	147	381
18	3500000	5500000	257	403	212	149	102	233
18	3500000	6000000	208	311	162	180	96	257
18	3500000	6500000	360	487	289	252	132	317
18	3500000	7000000	653	891	471	461	255	649
18	3500000	7500000	727	924	539	544	324	732
18	3500000	8000000	509	669	401	386	223	505
18	3500000	8500000	304	459	242	217	148	318
18	3500000	9000000	185	247	131	139	74	184
18	3500000	9500000	232	338	156	167	110	199
18	3500000	10000000	178	232	117	136	72	143
18	3500000	10500000	178	237	130	140	73	195
18	3500000	11000000	262	316	200	214	107	263
18	3500000	11500000	247	346	195	220	122	246
18	3500000	12000000	309	309	206	277	140	327
18	3500000	12500000	332	312	226	291	160	386
18	3500000	13000000	325	372	219	217	121	307
18	3500000	13500000	165	178	106	123	56	141
18	3500000	14000000	102	142	89	84	39	101
18	3500000	14500000	111	166	96	110	66	121
18	3500000	15000000	136	219	84	112	65	147
18	3500000	15500000	144	170	115	106	49	141
18	3500000	16000000	131	189	108	112	66	143
18	3500000	16500000	168	302	147	109	70	147
18	3500000	17000000	214	334	174	171	112	239
18	3500000	17500000	129	170	117	118	62	154
18	3500000	18000000	70	90	57	72	34	80
18	3500000	18500000	60	100	36	61	32	66
18	3500000	19000000	71	113	45	64	42	63
18	3500000	19500000	65	88	28	53	26	59
18	3500000	20000000	157	227	115	149	73	147
18	3500000	20500000	235	286	134	192	104	247
18	3500000	21000000	359	367	231	371	180	410
18	3500000	21500000	277	245	198	304	148	369
18	3500000	22000000	264	229	170	316	146	360
18	3500000	22500000	178	158	139	199	118	250
18	3500000	23000000	231	245	147	195	117	259
18	3500000	23500000	202	206	156	159	95	197
18	3500000	24000000	248	253	166	240	139	280
18	3500000	24500000	286	258	169	211	99	247
18	3500000	25000000	189	181	116	183	101	213
18	3500000	25500000	141	163	94	139	59	150
18	3500000	26000000	143	173	108	124	87	161
18	3500000	26500000	143	111	106	141	67	169
18	3500000	27000000	129	87	92	123	69	147
18	3500000	27500000	148	129	117	134	78	174
18	3500000	28000000	174	169	119	130	69	137
18	3500000	28500000	174	151	100	112	59	140
18	3500000	29000000	74	89	64	74	32	77
18	3500000	29500000	99	104	61	78	37	94
18	3500000	30000000	104	104	58	85	52	85
18	3500000	30500000	82	93	59	91	44	79
18	3500000	31000000	80	77	55	80	45	77
18	3500000	31500000	95	82	67	98	44	93
18	3500000	32000000	131	116	80	103	41	102
18	3500000	32500000	99	100	72	78	36	76
18	3500000	33000000	106	145	65	83	49	81
18	3500000	33500000	121	132	78	97	49	117
18	3500000	34000000	159	181	78	105	73	154
18	3500000	34500000	128	117	71	114	67	119
18	3500000	35000000	150	136	81	125	67	153
18	3500000	35500000	128	118	87	124	50	128
18	3500000	36000000	126	129	89	109	57	130
18	3500000	36500000	91	131	63	98	57	98
18	3500000	37000000	136	167	83	106	64	149
18	3500000	37500000	82	99	44	90	37	74
18	3500000	38000000	76	84	48	76	33	80
18	3500000	38500000	113	130	78	100	50	132
18	3500000	39000000	117	156	91	123	54	133
18	3500000	39500000	99	112	56	76	47	109
18	3500000	40000000	94	94	74	83	34	73
18	3500000	40500000	101	132	61	89	47	92
18	3500000	41000000	143	182	96	117	57	131
18	3500000	41500000	142	149	93	116	64	129
18	3500000	42000000	81	141	70	91	42	95
18	3500000	42500000	59	83	46	61	32	78
18	3500000	43000000	69	111	48	80	38	95
18	3500000	43500000	65	122	54	84	43	107
18	3500000	44000000	67	104	36	76	39	99
18	3500000	44500000	53	89	33	63	27	74
18	3500000	45000000	54	63	43	58	26	65
18	3500000	45500000	48	64	32	54	24	52
18	3500000	46000000	56	85	33	61	25	64
18	3500000	46500000	76	116	37	65	27	61
18	3500000	47000000	81	107	59	66	41	100
18	3500000	47500000	109	144	59	101	45	116
18	3500000	48000000	87	133	73	99	51	129
18	3500000	48500000	35	55	19	52	16	57
18	3500000	49000000	41	93	30	66	31	67
18	3500000	49500000	87	118	58	74	61	96
18	3500000	50000000	44	101	40	54	24	64
18	3500000	50500000	26	58	24	36	13	24
18	3500000	51000000	92	98	62	79	27	93
18	3500000	51500000	141	150	96	134	61	146
18	3500000	52000000	80	99	53	91	35	91
18	3500000	52500000	108	157	63	121	41	155
18	3500000	53000000	130	147	88	100	61	175
18	3500000	53500000	89	108	66	112	44	137
18	3500000	54000000	65	87	47	74	38	103
18	3500000	54500000	118	173	83	97	54	128
18	3500000	55000000	126	145	88	99	62	140
18	3500000	55500000	84	111	47	51	18	73
18	4000000	4000000	4051	5646	4129	2112	1619	3503
18	4000000	4500000	2020	2982	1845	1058	720	1565
18	4000000	5000000	621	832	535	421	251	500
18	4000000	5500000	316	516	289	230	116	310
18	4000000	6000000	277	362	200	251	130	293
18	4000000	6500000	398	582	373	339	171	376
18	4000000	7000000	679	882	552	567	313	681
18	4000000	7500000	745	912	636	572	357	724
18	4000000	8000000	594	660	435	394	195	547
18	4000000	8500000	330	448	255	253	160	301
18	4000000	9000000	207	224	139	170	61	173
18	4000000	9500000	234	327	178	185	101	202
18	4000000	10000000	177	247	131	156	90	196
18	4000000	10500000	199	248	171	166	77	191
18	4000000	11000000	269	309	194	265	120	290
18	4000000	11500000	263	322	187	238	109	274
18	4000000	12000000	302	317	213	289	144	341
18	4000000	12500000	325	325	240	274	148	339
18	4000000	13000000	303	359	198	230	137	285
18	4000000	13500000	178	204	120	138	74	137
18	4000000	14000000	111	145	92	96	45	85
18	4000000	14500000	132	152	97	93	52	126
18	4000000	15000000	120	203	114	127	67	151
18	4000000	15500000	117	154	96	96	54	117
18	4000000	16000000	149	207	111	119	47	125
18	4000000	16500000	169	300	143	119	51	139
18	4000000	17000000	209	315	198	190	100	227
18	4000000	17500000	142	150	127	110	61	134
18	4000000	18000000	75	127	55	81	46	95
18	4000000	18500000	75	85	50	83	47	76
18	4000000	19000000	84	118	48	75	36	72
18	4000000	19500000	69	103	45	73	20	59
18	4000000	20000000	163	229	115	187	68	187
18	4000000	20500000	225	267	150	229	111	252
18	4000000	21000000	368	360	212	356	158	414
18	4000000	21500000	267	235	190	304	138	342
18	4000000	22000000	300	234	202	282	134	307
18	4000000	22500000	221	159	170	219	115	217
18	4000000	23000000	286	226	186	202	122	237
18	4000000	23500000	192	215	146	190	79	175
18	4000000	24000000	272	252	194	247	120	284
18	4000000	24500000	258	255	182	234	113	261
18	4000000	25000000	195	195	129	189	90	219
18	4000000	25500000	145	153	108	150	55	132
18	4000000	26000000	166	159	125	177	73	154
18	4000000	26500000	142	111	120	147	79	165
18	4000000	27000000	143	71	83	124	64	142
18	4000000	27500000	132	107	111	137	35	167
18	4000000	28000000	163	147	103	156	68	141
18	4000000	28500000	200	185	141	121	69	143
18	4000000	29000000	85	109	69	82	25	64
18	4000000	29500000	90	117	74	96	42	95
18	4000000	30000000	121	82	76	109	49	103
18	4000000	30500000	111	90	74	94	47	100
18	4000000	31000000	98	105	55	96	40	85
18	4000000	31500000	108	87	65	103	44	125
18	4000000	32000000	104	83	84	106	41	93
18	4000000	32500000	110	85	52	80	41	85
18	4000000	33000000	113	105	87	95	42	88
18	4000000	33500000	85	142	82	109	52	107
18	4000000	34000000	143	133	116	124	73	141
18	4000000	34500000	148	120	98	112	54	137
18	4000000	35000000	136	129	82	126	62	116
18	4000000	35500000	120	108	88	144	57	135
18	4000000	36000000	125	109	91	117	47	106
18	4000000	36500000	133	119	68	113	54	109
18	4000000	37000000	141	169	83	129	54	152
18	4000000	37500000	64	116	53	80	42	83
18	4000000	38000000	82	79	61	70	24	71
18	4000000	38500000	110	114	81	113	54	124
18	4000000	39000000	129	152	92	114	60	125
18	4000000	39500000	97	119	78	79	40	80
18	4000000	40000000	117	94	65	93	38	94
18	4000000	40500000	95	121	75	71	47	83
18	4000000	41000000	148	180	124	118	64	149
18	4000000	41500000	115	150	95	118	57	114
18	4000000	42000000	90	126	65	76	45	100
18	4000000	42500000	63	81	60	83	34	79
18	4000000	43000000	85	115	48	82	33	86
18	4000000	43500000	70	109	50	91	49	113
18	4000000	44000000	57	93	50	69	41	91
18	4000000	44500000	58	73	46	60	36	71
18	4000000	45000000	68	63	21	64	22	63
18	4000000	45500000	53	55	28	45	22	58
18	4000000	46000000	66	92	33	73	25	60
18	4000000	46500000	55	106	61	61	32	68
18	4000000	47000000	69	103	75	106	39	102
18	4000000	47500000	91	122	84	104	55	131
18	4000000	48000000	99	114	71	87	49	101
18	4000000	48500000	38	56	25	44	14	57
18	4000000	49000000	51	68	31	70	20	71
18	4000000	49500000	65	108	68	75	37	114
18	4000000	50000000	70	87	56	65	20	63
18	4000000	50500000	30	54	27	35	12	38
18	4000000	51000000	71	108	70	90	37	80
18	4000000	51500000	117	167	120	126	57	152
18	4000000	52000000	71	127	61	86	48	95
18	4000000	52500000	114	135	94	123	44	153
18	4000000	53000000	118	144	89	145	56	172
18	4000000	53500000	89	109	64	100	41	133
18	4000000	54000000	82	89	56	72	34	79
18	4000000	54500000	89	143	86	114	51	120
18	4000000	55000000	91	151	101	112	54	139
18	4000000	55500000	58	119	61	59	33	57
18	4500000	4500000	4846	5890	4549	1940	1943	4064
18	4500000	5000000	4350	4632	3873	2179	1745	3867
18	4500000	5500000	1684	2191	1357	987	663	1506
18	4500000	6000000	751	936	569	601	350	818
18	4500000	6500000	860	1033	676	559	323	770
18	4500000	7000000	713	798	520	404	236	514
18	4500000	7500000	533	726	465	381	204	459
18	4500000	8000000	535	640	419	353	189	424
18	4500000	8500000	398	499	291	260	116	331
18	4500000	9000000	394	459	298	271	148	381
18	4500000	9500000	399	540	273	307	144	363
18	4500000	10000000	397	443	263	310	167	388
18	4500000	10500000	274	282	189	219	107	228
18	4500000	11000000	292	266	174	214	104	266
18	4500000	11500000	317	401	242	265	139	297
18	4500000	12000000	269	254	160	185	89	231
18	4500000	12500000	189	173	143	145	61	185
18	4500000	13000000	251	301	183	179	88	217
18	4500000	13500000	280	335	228	204	121	270
18	4500000	14000000	226	264	150	196	119	255
18	4500000	14500000	222	271	174	180	99	249
18	4500000	15000000	232	272	175	188	86	230
18	4500000	15500000	207	244	154	186	96	207
18	4500000	16000000	228	275	178	171	85	219
18	4500000	16500000	244	293	166	165	89	196
18	4500000	17000000	248	314	188	180	108	220
18	4500000	17500000	227	271	207	179	100	208
18	4500000	18000000	210	234	170	157	95	206
18	4500000	18500000	184	217	139	178	88	209
18	4500000	19000000	243	289	141	215	120	226
18	4500000	19500000	234	306	170	190	106	233
18	4500000	20000000	343	377	246	304	137	338
18	4500000	20500000	320	379	242	308	146	342
18	4500000	21000000	170	192	125	150	66	157
18	4500000	21500000	147	124	86	126	58	158
18	4500000	22000000	147	138	102	131	52	142
18	4500000	22500000	169	139	112	141	55	164
18	4500000	23000000	183	134	107	122	58	165
18	4500000	23500000	199	173	145	160	107	195
18	4500000	24000000	153	149	120	134	50	145
18	4500000	24500000	193	200	120	158	65	178
18	4500000	25000000	188	184	144	126	65	185
18	4500000	25500000	207	220	142	154	72	190
18	4500000	26000000	165	162	108	148	67	147
18	4500000	26500000	109	80	79	101	43	107
18	4500000	27000000	96	53	75	84	31	75
18	4500000	27500000	108	81	73	82	26	77
18	4500000	28000000	148	166	86	91	59	112
18	4500000	28500000	134	126	118	95	61	129
18	4500000	29000000	167	181	111	149	65	174
18	4500000	29500000	194	154	115	121	66	150
18	4500000	30000000	84	76	65	78	39	98
18	4500000	30500000	103	84	65	77	47	103
18	4500000	31000000	130	102	75	91	40	105
18	4500000	31500000	129	94	81	105	55	111
18	4500000	32000000	103	87	68	91	57	106
18	4500000	32500000	118	120	73	89	44	106
18	4500000	33000000	145	134	104	134	61	135
18	4500000	33500000	100	123	85	112	39	112
18	4500000	34000000	148	131	102	98	41	129
18	4500000	34500000	110	98	74	90	38	93
18	4500000	35000000	117	91	77	75	37	89
18	4500000	35500000	61	70	63	61	33	71
18	4500000	36000000	117	117	66	82	43	80
18	4500000	36500000	144	153	102	116	58	134
18	4500000	37000000	180	220	121	119	56	157
18	4500000	37500000	130	165	118	112	60	152
18	4500000	38000000	136	165	114	130	66	128
18	4500000	38500000	144	142	111	90	40	125
18	4500000	39000000	123	109	84	93	46	100
18	4500000	39500000	125	137	92	94	60	93
18	4500000	40000000	128	134	104	93	45	111
18	4500000	40500000	171	169	104	120	61	134
18	4500000	41000000	145	165	106	108	55	141
18	4500000	41500000	92	139	96	87	58	115
18	4500000	42000000	200	232	117	171	89	184
18	4500000	42500000	145	169	92	98	75	143
18	4500000	43000000	127	161	105	116	68	158
18	4500000	43500000	130	170	97	130	66	140
18	4500000	44000000	114	152	88	95	53	115
18	4500000	44500000	121	133	99	112	54	121
18	4500000	45000000	124	146	88	117	55	134
18	4500000	45500000	103	121	68	90	43	100
18	4500000	46000000	119	172	93	97	62	136
18	4500000	46500000	114	143	68	107	48	140
18	4500000	47000000	119	148	105	100	58	123
18	4500000	47500000	119	131	86	115	51	111
18	4500000	48000000	87	108	68	97	41	117
18	4500000	48500000	97	120	70	79	37	120
18	4500000	49000000	92	124	58	85	37	109
18	4500000	49500000	112	135	72	106	54	144
18	4500000	50000000	106	133	70	107	64	123
18	4500000	50500000	112	154	83	115	48	128
18	4500000	51000000	152	185	108	106	77	155
18	4500000	51500000	157	180	88	115	66	128
18	4500000	52000000	141	155	97	134	61	147
18	4500000	52500000	141	215	107	138	59	157
18	4500000	53000000	120	144	78	124	50	107
18	4500000	53500000	116	180	84	103	59	105
18	4500000	54000000	148	152	102	113	58	139
18	4500000	54500000	210	239	146	148	85	228
18	4500000	55000000	159	224	109	129	68	165
18	4500000	55500000	157	195	125	108	54	163
18	5000000	5000000	5166	5217	4828	1920	2143	4174
18	5000000	5500000	3011	3584	2513	1525	1127	2452
18	5000000	6000000	959	1152	766	640	392	930
18	5000000	6500000	853	848	635	540	345	748
18	5000000	7000000	404	453	353	278	162	365
18	5000000	7500000	364	407	267	235	120	260
18	5000000	8000000	388	413	291	250	140	312
18	5000000	8500000	307	337	240	187	126	266
18	5000000	9000000	390	409	298	273	153	358
18	5000000	9500000	391	379	308	264	151	336
18	5000000	10000000	463	372	278	304	167	369
18	5000000	10500000	228	242	169	168	88	191
18	5000000	11000000	201	185	125	135	72	177
18	5000000	11500000	226	244	180	181	103	235
18	5000000	12000000	159	168	110	113	78	148
18	5000000	12500000	96	91	79	85	36	100
18	5000000	13000000	191	161	124	147	64	150
18	5000000	13500000	257	250	201	216	137	231
18	5000000	14000000	254	271	193	219	116	236
18	5000000	14500000	233	264	167	179	88	221
18	5000000	15000000	229	228	151	162	93	200
18	5000000	15500000	187	232	175	167	96	215
18	5000000	16000000	225	248	156	201	97	235
18	5000000	16500000	203	239	133	162	74	176
18	5000000	17000000	202	277	144	180	85	169
18	5000000	17500000	265	246	190	171	105	231
18	5000000	18000000	224	220	166	171	98	241
18	5000000	18500000	252	261	176	211	115	243
18	5000000	19000000	314	304	248	233	118	285
18	5000000	19500000	331	385	246	262	137	305
18	5000000	20000000	341	376	227	268	146	308
18	5000000	20500000	297	256	181	217	108	298
18	5000000	21000000	95	84	72	80	29	83
18	5000000	21500000	101	74	47	81	44	66
18	5000000	22000000	85	84	67	66	36	69
18	5000000	22500000	112	62	67	84	46	94
18	5000000	23000000	114	83	69	88	34	103
18	5000000	23500000	140	100	103	134	69	168
18	5000000	24000000	65	73	77	75	42	81
18	5000000	24500000	99	99	84	81	35	108
18	5000000	25000000	124	104	113	125	49	142
18	5000000	25500000	145	155	131	160	64	149
18	5000000	26000000	126	112	96	92	58	121
18	5000000	26500000	78	46	62	69	16	69
18	5000000	27000000	55	31	35	50	27	48
18	5000000	27500000	46	37	48	60	22	58
18	5000000	28000000	101	74	72	78	43	96
18	5000000	28500000	105	104	59	73	42	112
18	5000000	29000000	163	128	117	129	60	155
18	5000000	29500000	143	130	114	102	41	127
18	5000000	30000000	74	39	57	81	19	50
18	5000000	30500000	92	69	42	60	27	82
18	5000000	31000000	99	79	62	77	34	88
18	5000000	31500000	89	71	59	98	41	80
18	5000000	32000000	89	63	60	76	29	91
18	5000000	32500000	77	57	69	84	31	83
18	5000000	33000000	101	102	63	91	45	111
18	5000000	33500000	82	91	60	83	32	79
18	5000000	34000000	100	84	58	95	37	87
18	5000000	34500000	65	74	37	63	25	58
18	5000000	35000000	61	54	34	37	17	50
18	5000000	35500000	53	40	44	33	14	41
18	5000000	36000000	69	68	32	63	30	54
18	5000000	36500000	139	116	72	75	34	105
18	5000000	37000000	150	148	100	101	43	118
18	5000000	37500000	135	168	100	115	61	114
18	5000000	38000000	140	124	88	107	55	132
18	5000000	38500000	118	88	91	74	42	99
18	5000000	39000000	104	109	62	72	41	75
18	5000000	39500000	111	118	57	65	45	100
18	5000000	40000000	130	112	82	80	56	118
18	5000000	40500000	138	117	88	99	47	119
18	5000000	41000000	110	113	84	91	46	98
18	5000000	41500000	92	97	52	61	25	79
18	5000000	42000000	173	218	128	157	60	174
18	5000000	42500000	175	162	116	148	50	151
18	5000000	43000000	129	159	83	105	45	113
18	5000000	43500000	134	183	104	116	66	133
18	5000000	44000000	97	147	96	94	47	107
18	5000000	44500000	149	166	97	99	59	135
18	5000000	45000000	123	112	81	125	66	139
18	5000000	45500000	88	115	72	74	41	95
18	5000000	46000000	107	146	88	118	44	149
18	5000000	46500000	131	139	83	116	60	136
18	5000000	47000000	100	112	72	93	40	86
18	5000000	47500000	101	116	67	79	47	95
18	5000000	48000000	65	90	56	70	27	76
18	5000000	48500000	99	117	68	88	50	118
18	5000000	49000000	91	125	79	103	37	116
18	5000000	49500000	112	118	84	92	42	102
18	5000000	50000000	119	134	78	134	65	132
18	5000000	50500000	128	184	85	142	72	160
18	5000000	51000000	162	164	85	121	58	137
18	5000000	51500000	94	128	86	86	41	83
18	5000000	52000000	147	138	89	111	54	118
18	5000000	52500000	137	158	87	112	57	134
18	5000000	53000000	87	137	71	79	37	99
18	5000000	53500000	106	117	84	94	50	104
18	5000000	54000000	137	145	111	119	58	144
18	5000000	54500000	170	197	132	136	78	179
18	5000000	55000000	163	186	102	121	74	139
18	5000000	55500000	172	204	105	125	52	149
18	5500000	5500000	4583	5681	4227	1818	1763	3683
18	5500000	6000000	2096	2785	1812	1182	748	1802
18	5500000	6500000	1012	1245	824	571	371	740
18	5500000	7000000	386	530	320	223	142	316
18	5500000	7500000	300	417	251	153	100	209
18	5500000	8000000	299	389	222	157	104	211
18	5500000	8500000	231	289	200	147	83	209
18	5500000	9000000	310	428	276	230	140	277
18	5500000	9500000	319	419	268	248	144	330
18	5500000	10000000	359	428	269	263	161	357
18	5500000	10500000	182	217	116	137	65	150
18	5500000	11000000	136	150	109	105	48	124
18	5500000	11500000	195	256	131	150	77	195
18	5500000	12000000	145	162	115	125	70	133
18	5500000	12500000	80	67	54	52	24	75
18	5500000	13000000	126	166	95	95	62	137
18	5500000	13500000	209	267	200	185	97	208
18	5500000	14000000	270	301	216	218	84	219
18	5500000	14500000	246	296	167	154	91	190
18	5500000	15000000	207	262	171	165	83	168
18	5500000	15500000	188	224	134	163	85	214
18	5500000	16000000	209	270	165	188	100	228
18	5500000	16500000	162	244	137	154	75	174
18	5500000	17000000	192	230	141	141	67	164
18	5500000	17500000	238	254	152	142	94	183
18	5500000	18000000	296	313	190	163	97	208
18	5500000	18500000	314	385	213	234	120	292
18	5500000	19000000	353	392	244	278	158	327
18	5500000	19500000	379	466	271	325	163	374
18	5500000	20000000	309	376	225	271	137	262
18	5500000	20500000	237	282	136	179	103	215
18	5500000	21000000	58	61	41	62	31	66
18	5500000	21500000	79	69	52	53	21	53
18	5500000	22000000	56	61	39	57	17	59
18	5500000	22500000	90	58	54	55	29	86
18	5500000	23000000	62	70	51	54	33	66
18	5500000	23500000	97	82	80	130	48	133
18	5500000	24000000	63	80	46	64	30	64
18	5500000	24500000	87	89	73	65	36	77
18	5500000	25000000	91	123	75	73	41	95
18	5500000	25500000	172	156	93	103	64	130
18	5500000	26000000	96	113	67	67	45	94
18	5500000	26500000	70	52	42	53	17	42
18	5500000	27000000	44	26	30	34	10	45
18	5500000	27500000	37	32	22	36	18	34
18	5500000	28000000	67	78	52	70	28	75
18	5500000	28500000	62	61	48	49	27	70
18	5500000	29000000	138	124	90	119	51	112
18	5500000	29500000	124	156	89	77	51	108
18	5500000	30000000	56	40	40	38	18	50
18	5500000	30500000	67	60	30	46	24	69
18	5500000	31000000	75	67	60	53	35	59
18	5500000	31500000	92	69	57	72	41	67
18	5500000	32000000	56	48	39	46	22	72
18	5500000	32500000	65	71	59	40	36	74
18	5500000	33000000	97	99	80	79	41	86
18	5500000	33500000	74	92	49	66	25	55
18	5500000	34000000	69	77	39	59	30	61
18	5500000	34500000	54	53	39	43	16	47
18	5500000	35000000	38	43	23	39	16	47
18	5500000	35500000	38	40	33	25	11	34
18	5500000	36000000	58	63	27	54	17	39
18	5500000	36500000	117	103	83	80	38	86
18	5500000	37000000	122	154	80	66	39	92
18	5500000	37500000	137	144	97	105	46	107
18	5500000	38000000	137	133	84	68	44	115
18	5500000	38500000	104	90	63	79	31	70
18	5500000	39000000	83	117	70	45	23	60
18	5500000	39500000	113	125	79	74	31	80
18	5500000	40000000	112	111	82	79	48	90
18	5500000	40500000	100	156	87	80	44	96
18	5500000	41000000	97	110	69	58	32	97
18	5500000	41500000	83	89	63	64	25	64
18	5500000	42000000	169	215	126	125	74	142
18	5500000	42500000	156	174	123	110	55	141
18	5500000	43000000	118	175	93	86	49	122
18	5500000	43500000	140	194	98	97	50	121
18	5500000	44000000	124	143	79	67	44	79
18	5500000	44500000	128	181	95	102	57	106
18	5500000	45000000	126	145	78	118	57	116
18	5500000	45500000	111	115	69	96	43	99
18	5500000	46000000	171	186	99	92	51	120
18	5500000	46500000	127	159	87	113	55	135
18	5500000	47000000	92	122	84	61	46	92
18	5500000	47500000	79	104	59	57	42	84
18	5500000	48000000	62	100	58	51	22	69
18	5500000	48500000	120	125	81	82	41	108
18	5500000	49000000	102	129	78	86	40	106
18	5500000	49500000	117	158	77	72	41	121
18	5500000	50000000	117	170	81	117	55	131
18	5500000	50500000	149	218	132	184	68	221
18	5500000	51000000	128	175	112	116	50	121
18	5500000	51500000	88	136	68	52	36	80
18	5500000	52000000	121	149	84	108	50	108
18	5500000	52500000	136	166	94	102	55	103
18	5500000	53000000	82	148	71	63	31	90
18	5500000	53500000	120	124	60	56	40	94
18	5500000	54000000	138	140	103	118	48	131
18	5500000	54500000	179	254	156	99	56	152
18	5500000	55000000	152	176	138	98	42	140
18	5500000	55500000	141	198	110	117	60	137
18	6000000	6000000	2949	3649	2745	1074	1087	2193
18	6000000	6500000	2543	3022	2207	1244	862	1892
18	6000000	7000000	799	964	661	514	306	706
18	6000000	7500000	420	576	359	315	155	381
18	6000000	8000000	367	474	330	246	140	351
18	6000000	8500000	302	365	218	224	111	263
18	6000000	9000000	402	469	283	248	141	307
18	6000000	9500000	297	445	264	231	132	284
18	6000000	10000000	352	468	264	260	136	342
18	6000000	10500000	189	222	146	148	79	177
18	6000000	11000000	156	176	130	133	63	191
